Interval,Latitude,Longitude,Arctic cod (No. m^-2),Saffron cod (No. m^-2),Capelin (No. m^-2),Pollock (No. m^-2),Pacific cod (No. m^-2)
20190827215856,72.49816729999998,-167.884246,0.547608778371905,0.04462976982162942,0.0,0.0,0.0
20190827220216,72.49818499999998,-167.8566029,1.1940856080134095,0.09731722342260425,0.0,0.0,0.0
20190827220534,72.4982679,-167.82900949999996,0.9308156073515087,0.07586088452775908,0.0,0.0,0.0
20190827220852,72.4984017,-167.8012678,0.8828063959999767,0.07194816410295635,0.0,0.0,0.0
20190827221212,72.49854,-167.773559,1.0894265978549442,0.08878758014866887,0.0,0.0,0.0
20190827221532,72.498655,-167.7457646,0.7642810202936933,0.06228842078847741,0.0,0.0,0.0
20190827221850,72.49878170000002,-167.7180873,0.795009095102055,0.0647927394918024,0.0,0.0,0.0
20190827222208,72.49895,-167.690475,1.2158086702497684,0.09908763928449804,0.0,0.0,0.0
20190827222526,72.49906949999998,-167.66281899999996,1.0514112219723692,0.08568935100707399,0.0,0.0,0.0
20190827222845,72.49916,-167.6352119,0.867050497331511,0.07066406830549729,0.0,0.0,0.0
20190827223203,72.4992048,-167.60744340000005,0.6893077356599677,0.05617814540920815,0.0,0.0,0.0
20190827223521,72.4992541,-167.5797248,0.6720608223570999,0.05477253286016315,0.0,0.0,0.0
20190827223839,72.49930529999997,-167.5520585,0.9747612848723072,0.07944242950993702,0.0,0.0,0.0
20190827224158,72.49935,-167.524475,0.45370616653909956,0.03697676622256687,0.0,0.0,0.0
20190827224519,72.4993817,-167.49659169999995,0.8702894975288218,0.07092804477751213,0.0,0.0,0.0
20190827224839,72.4993833,-167.4689633,0.7441248393730628,0.060645704764811036,0.0,0.0,0.0
20190827225159,72.49933,-167.4412638,1.1267243305420744,0.09182732182264686,0.0,0.0,0.0
20190827225519,72.4993006,-167.41342360000004,1.3611219027556878,0.1109305760214909,0.0,0.0,0.0
20190827225840,72.4993142,-167.3856722,0.8776681284614176,0.07152939854152673,0.0,0.0,0.0
20190827230200,72.49927290000002,-167.3578255,1.5306781141449006,0.12474930023655714,0.0,0.0,0.0
20190827230520,72.4993228,-167.330124,2.376931504087945,0.19371841741588475,0.0,0.0,0.0
20190827230839,72.49931490000002,-167.3024612,0.9146073096199846,0.07453991849217056,0.0,0.0,0.0
20190827231157,72.499305,-167.2747294,1.184972733939772,0.09657452993688627,0.0,0.0,0.0
20190827231515,72.49928670000001,-167.2469983,1.565192566191365,0.12756220629523626,0.0,0.0,0.0
20190827231832,72.4992833,-167.21934,0.2876270333996887,0.02344142169024497,0.0,0.0,0.0
20190827232148,72.499305,-167.19155769999998,0.5708426365382075,0.046523314598452506,0.0,0.0,0.0
20190827232506,72.4993977,-167.16390249999995,1.4167895462250442,0.11546745383011187,0.0,0.0,0.0
20190827232825,72.49951,-167.136138,1.3718828376187846,0.1118075854210257,0.0,0.0,0.0
20190827233145,72.4996145,-167.1083766,1.0908184137919867,0.088901012269095,0.0,0.0,0.0
20190827233504,72.49981,-167.0805897,0.8084077754989191,0.06588472348791694,0.0,0.0,0.0
20190827233824,72.49999840000002,-167.052843,0.42299230935414633,0.03447360624659067,0.0,0.0,0.0
20190827234144,72.5001375,-167.0252354,0.6035264979474919,0.04918702867531019,0.0,0.0,0.0
20190827234502,72.50021329999998,-166.99756159999995,1.4545886973430606,0.1185480607899716,0.0,0.0,0.0
20190827234822,72.50021329999998,-166.9699167,2.288016241059943,0.1864718795963549,0.0,0.0,0.0
20190827235140,72.50020479999998,-166.94226709999995,0.5176428413971869,0.04218756487074405,0.0,0.0,0.0
20190827235458,72.5001833,-166.91456680000005,0.27178330541076945,0.02215016785869835,0.0,0.0,0.0
20190827235816,72.500179,-166.88691269999995,0.4306083306257856,0.03509430717353023,0.0,0.0,0.0
20190828000134,72.50016190000002,-166.85920269999997,0.44755332972076495,0.036475313905192215,0.0,0.0,0.0
20190828000451,72.50017840000002,-166.8314985,0.8135611431760144,0.06630471970102854,0.0,0.0,0.0
20190828000807,72.50038509999997,-166.8049784,0.25302848574559195,0.020621661892817757,0.0,0.0,0.0
20190828015954,72.5001833,-166.7962133,0.36998361832083687,0.030153431383116117,0.0,0.0,0.0
20190828020351,72.5001069,-166.7683684,0.09332834615809098,0.007606201308989874,0.0,0.0,0.0
20190828020705,72.5000233,-166.74056169999997,0.1299739778051181,0.010592797159847709,0.0,0.0,0.0
20190828021019,72.4998929,-166.7128039,0.16606924544183765,0.013534538691194605,0.0,0.0,0.0
20190828021333,72.4996833,-166.68501830000002,0.1207470233125359,0.009840806192151238,0.0,0.0,0.0
20190828021645,72.49945129999998,-166.65729309999998,0.19798223832756656,0.016135427469956085,0.0,0.0,0.0
20190828021958,72.49924,-166.62948669999997,0.26341686101331396,0.021468307920684146,0.0,0.0,0.0
20190828022313,72.4989803,-166.6017893,0.21465221775292406,0.0174940202720906,0.0,0.0,0.0
20190828022627,72.4987107,-166.5739807,0.20278211638475832,0.016526614502209394,0.0,0.0,0.0
20190828022941,72.49866540000002,-166.5464455,0.31156337854311555,0.025392218712347935,0.0,0.0,0.0
20190828023257,72.4988233,-166.5189532,0.6137386213147997,0.05001931028453628,0.0,0.0,0.0
20190828023621,72.4989949,-166.49113,0.6412786314971916,0.026623807733784154,0.0,0.0,0.0
20190828023949,72.4992064,-166.4634681,1.1809749346527096,0.049030246844824515,0.0,0.0,0.0
20190828024318,72.4994028,-166.4356908,1.694712069645651,0.07035894553519842,0.0,0.0,0.0
20190828024649,72.4994733,-166.4080119,1.0213324996711952,0.04240241100819254,0.0,0.0,0.0
20190828025019,72.49953670000002,-166.38024040000005,0.7725364549394986,0.03207320661165695,0.0,0.0,0.0
20190828025349,72.49953020000002,-166.35247919999995,0.6653002594687936,0.0276211077733627,0.0,0.0,0.0
20190828025721,72.4994773,-166.3246235,0.41297059974048467,0.017145199149253974,0.0,0.0,0.0
20190828030054,72.4996621,-166.29687990000005,0.6377904266615407,0.026478988788772393,0.0,0.0,0.0
20190828030428,72.49978,-166.2693297,0.41322929667438535,0.017155939406437556,0.0,0.0,0.0
20190828030759,72.49985500000003,-166.2413583,0.26106695262357105,0.010838652671257255,0.0,0.0,0.0
20190828031135,72.4997958,-166.2135835,0.6920031609610506,0.028729725588375662,0.0,0.0,0.0
20190828031506,72.49965870000003,-166.1858265,0.41433484575595836,0.017201838216654344,0.0,0.0,0.0
20190828031838,72.49951,-166.1582644,0.30513515041358336,0.012668221235549627,0.0,0.0,0.0
20190828032210,72.49951,-166.1305359,0.6619714637094467,0.027482906975846957,0.0,0.0,0.0
20190828032544,72.499615,-166.10269169999995,0.3238680351757593,0.013445949819831628,0.0,0.0,0.0
20190828032918,72.49971040000001,-166.07493,0.3196106558353558,0.01326919724545317,0.0,0.0,0.0
20190828033246,72.4998636,-166.0472266,0.5894809061389713,0.024473334268358942,0.0,0.0,0.0
20190828033614,72.5000333,-166.0194969,0.7694959710628875,0.03194697558792951,0.0,0.0,0.0
20190828033944,72.500119,-165.9916451,0.7182595799126628,0.029819806897190125,0.0,0.0,0.0
20190828034314,72.4999151,-165.9639983,0.83185818585836,0.03453605237142585,0.0,0.0,0.0
20190828034643,72.49993,-165.93627949999996,0.6579084991644173,0.027314225872889286,0.0,0.0,0.0
20190828035015,72.5000333,-165.9086717,0.41724087750327193,0.01732248722428861,0.0,0.0,0.0
20190828035347,72.5001074,-165.88097140000005,0.774436362588133,0.0321520846117219,0.0,0.0,0.0
20190828035720,72.50008170000002,-165.85321499999995,0.9704002113297499,0.040287867679200694,0.0,0.0,0.0
20190828040052,72.5001233,-165.8254793,0.6913459584769153,0.02870244067397065,0.0,0.0,0.0
20190828040423,72.5000865,-165.7977309,0.59418524367506,0.024668643096573486,0.0,0.0,0.0
20190828040755,72.5002648,-165.7701531,0.7456047928522156,0.03095509139910546,0.0,0.0,0.0
20190828041127,72.50024,-165.7425533,0.8174712467481058,0.033938753347388384,0.0,0.0,0.0
20190828041459,72.50032829999998,-165.714745,0.7816917809959885,0.032453306039109016,0.0,0.0,0.0
20190828041833,72.5002917,-165.6869917,1.0044160856191855,0.041700096393058224,0.0,0.0,0.0
20190828042205,72.500232,-165.6593522,0.7933991135246936,0.03293935649360239,0.0,0.0,0.0
20190828042539,72.50007,-165.6333686,1.311735496049376,0.054459001016269264,0.0,0.0,0.0
20190828043110,72.49995159999997,-165.6055001,0.8012348838149095,0.033264672247823764,0.0,0.0,0.0
20190828043712,72.50003620000003,-165.5776518,1.3212907974774477,0.0548557061231614,0.0,0.0,0.0
20190828044307,72.4999829,-165.5498579,0.4414672475785893,0.01832828749160909,0.0,0.0,0.0
20190828044858,72.49990190000003,-165.5222257,0.33679477857615797,0.013982626256566837,0.0,0.0,0.0
20190828045444,72.49990090000001,-165.4944325,0.34343737621441517,0.014258405354280997,0.0,0.0,0.0
20190828050031,72.499808,-165.46670930000005,0.42162666256912934,0.01750457078769376,0.0,0.0,0.0
20190828050622,72.49982220000003,-165.4389041,0.47205652092702693,0.01959825485416326,0.0,0.0,0.0
20190828051222,72.5000633,-165.411225,0.30707212067330797,0.012748637954960841,0.0,0.0,0.0
20190828051821,72.5001077,-165.38356940000003,0.4221960229389591,0.01752820878260144,0.0,0.0,0.0
20190828052416,72.49982309999999,-165.3559181,0.20314009825987714,0.008433717659459857,0.0,0.0,0.0
20190828053021,72.49971,-165.3280303,0.47800250947166134,0.01984511300294294,0.0,0.0,0.0
20190828053625,72.4996917,-165.30036830000003,0.31944626736758897,0.013262372369736876,0.0,0.0,0.0
20190828054226,72.4999583,-165.2727367,0.3137502168278708,0.013025890835859266,0.0,0.0,0.0
20190828054832,72.50003570000001,-165.2450094,0.5186977526169224,0.021534647436149232,0.0,0.0,0.0
20190828055435,72.5000998,-165.2173315,0.33031154716173894,0.013713463527323798,0.0,0.0,0.0
20190828060040,72.50005820000001,-165.1899739,0.32537839332268575,0.013508654988759455,0.0,0.0,0.0
20190828180502,72.499865,-165.1882233,0.03536480074977573,0.0014682317630135885,0.0,0.0,0.0
20190828180846,72.4999333,-165.1605383,0.19616970928003452,0.008144329728988915,0.0,0.0,0.0
20190828181214,72.49997330000002,-165.13296100000005,0.16412262707303701,0.006813838873377685,0.0,0.0,0.0
20190828181545,72.5000043,-165.105156,0.3474457474365098,0.014424819919649747,0.0,0.0,0.0
20190828181917,72.4999933,-165.0774017,0.4173638538925295,0.01732759280491909,0.0,0.0,0.0
20190828182251,72.4999783,-165.04963999999995,0.5181066020551385,0.021510104783162624,0.0,0.0,0.0
20190828182623,72.500015,-165.02201000000005,0.6073415704274947,0.02521485108905666,0.0,0.0,0.0
20190828182956,72.50000849999998,-164.9942631,0.8229978994345242,0.03416820203204771,0.0,0.0,0.0
20190828183329,72.4999067,-164.96658440000004,0.7086017510242579,0.02941884518287836,0.0,0.0,0.0
20190828183701,72.49997909999998,-164.938808,0.3506377813496331,0.014557342809137862,0.0,0.0,0.0
20190828184031,72.50011429999998,-164.9111295,0.5104974540499808,0.021194197650845098,0.0,0.0,0.0
20190828184401,72.500196,-164.8835903,0.7308700848443354,0.030343354138965987,0.0,0.0,0.0
20190828184734,72.50029509999997,-164.8558362,0.35663608349718395,0.014806372848873782,0.0,0.0,0.0
20190828185110,72.500475,-164.82811,0.6346221841238268,0.026347453640054412,0.0,0.0,0.0
20190828185443,72.5004333,-164.800405,0.23486817376560962,0.009750964392058551,0.0,0.0,0.0
20190828185816,72.5004239,-164.7726414,0.21465732689478306,0.008911875617230686,0.0,0.0,0.0
20190828190149,72.5003188,-164.74487130000003,0.15706744703456546,0.006520930693295557,0.0,0.0,0.0
20190828190523,72.5002196,-164.7171934,0.24665626070418334,0.010240367507624821,0.0,0.0,0.0
20190828190858,72.50019,-164.6895233,0.2382572364406052,0.009891667276310008,0.0,0.0,0.0
20190828191235,72.50007,-164.6618257,0.2841192234290712,0.0117957081470012,0.0,0.0,0.0
20190828191612,72.4999974,-164.6340961,0.16340146812499853,0.006783898694120301,0.0,0.0,0.0
20190828191948,72.49991329999997,-164.6063032,0.30995694072949737,0.012868406322007205,0.0,0.0,0.0
20190828192322,72.4999243,-164.5786177,0.5747373620682394,0.023861230163560263,0.0,0.0,0.0
20190828192655,72.4995279,-164.55203380000003,0.14965822457933844,0.006213323821003644,0.0,0.0,0.0
20190828204421,72.5001227,-164.53891130000005,0.3833271064418171,0.015914497505147084,0.0,0.0,0.0
20190828204757,72.50006009999998,-164.5111149,0.24004148680560783,0.00996574356131445,0.0,0.0,0.0
20190828205131,72.5000766,-164.48344269999996,0.3217329348607352,0.013357307383473122,0.0,0.0,0.0
20190828205505,72.5001209,-164.4557121,0.3711623084302903,0.015409454568308037,0.0,0.0,0.0
20190828205838,72.5002104,-164.42804840000005,0.5617668197387395,0.02332273533745832,0.0,0.0,0.0
20190828210208,72.5003186,-164.4003574,0.43234492605653413,0.01794955830534149,0.0,0.0,0.0
20190828210538,72.5004558,-164.37269750000004,0.5252266127369551,0.021805704521159774,0.0,0.0,0.0
20190828210910,72.50043670000002,-164.3449918,0.3260903219708306,0.013538211955910893,0.0,0.0,0.0
20190828211243,72.500425,-164.3173367,0.669067648733376,0.027777517549860863,0.0,0.0,0.0
20190828211615,72.50034000000002,-164.28967,0.6278341128479311,0.026065634948965327,0.0,0.0,0.0
20190828211947,72.5002415,-164.26194009999998,0.5518668733174485,0.022911721688813447,0.0,0.0,0.0
20190828212319,72.50016,-164.23424540000005,0.3654098605018814,0.015170631597901281,0.0,0.0,0.0
20190828212651,72.5002087,-164.20658269999996,0.3101080151107032,0.012874678440036922,0.0,0.0,0.0
20190828213021,72.50017700000002,-164.1789002,0.3102506433820251,0.012880599903044923,0.0,0.0,0.0
20190828213351,72.500137,-164.1511415,1.1810053423623927,0.04903150927424324,0.0,0.0,0.0
20190828213721,72.5001608,-164.1233779,0.9203528661927949,0.03821006432037008,0.0,0.0,0.0
20190828214051,72.50013390000002,-164.0955794,0.8848650419170492,0.0367367250197335,0.0,0.0,0.0
20190828214419,72.50016600000002,-164.0678034,1.2776670253375921,0.05304458866953093,0.0,0.0,0.0
20190828214747,72.50017829999999,-164.04010669999997,0.6663130213273112,0.027663154359102764,0.0,0.0,0.0
20190828215114,72.5002083,-164.0123983,0.3491088126218093,0.014493864989270838,0.0,0.0,0.0
20190828215442,72.50025409999998,-163.9846946,0.7891761623309514,0.0,0.0,0.0,0.0
20190828215812,72.5002379,-163.9569159,3.030134387015628,0.0,0.0,0.0,0.0
20190828220140,72.5002937,-163.92920790000005,2.16916429139987,0.0,0.0,0.0,0.0
20190828220508,72.50037840000002,-163.9014204,3.397561414932829,0.0,0.0,0.0,0.0
20190828220838,72.500445,-163.8738267,2.16656295323049,0.0,0.0,0.0,0.0
20190828221207,72.50058829999998,-163.8460117,1.5996699725471648,0.0,0.0,0.0,0.0
20190828221539,72.50076390000002,-163.8183066,2.174032450414318,0.0,0.0,0.0,0.0
20190828221909,72.5010083,-163.790517,0.9510288464979719,0.0,0.0,0.0,0.0
20190828222239,72.50125820000002,-163.762766,0.6512507127027578,0.0,0.0,0.0,0.0
20190828222608,72.501545,-163.73502219999997,1.633413794558253,0.0,0.0,0.0,0.0
20190828222940,72.5018817,-163.7073117,2.390809503056846,0.0,0.0,0.0,0.0
20190828223310,72.5020593,-163.6795305,1.8632857698565617,0.0,0.0,0.0,0.0
20190828223640,72.50223170000002,-163.651815,1.474023475086824,0.0,0.0,0.0,0.0
20190828224007,72.50229399999998,-163.6240582,0.7506733081829988,0.0,0.0,0.0,0.0
20190828224335,72.5023603,-163.5963602,1.2482347856785685,0.0,0.0,0.0,0.0
20190828224702,72.5020533,-163.5686733,1.0191293226599838,0.0,0.0,0.0,0.0
20190828225032,72.50147750000002,-163.5408164,1.9556326699227815,0.0,0.0,0.0,0.0
20190828225359,72.5007945,-163.5130804,2.3091874229800835,0.0,0.0,0.0,0.0
20190828225726,72.5002252,-163.4958154,0.1667416483273867,0.0,0.0,0.0,0.0
20190829011251,72.4997409,-163.47541130000005,1.9097734102993087,0.0,0.0,0.0,0.0
20190829011619,72.49993509999999,-163.44961980000005,2.477291256592021,0.0,0.0,0.0,0.0
20190829012050,72.5001359,-163.42213569999996,2.7194321289156225,0.0,0.0,0.0,0.0
20190829012652,72.5002353,-163.39394109999995,2.5919201986989577,0.0,0.0,0.0,0.0
20190829013237,72.50053829999997,-163.3660481,2.5530174769942455,0.0,0.0,0.0,0.0
20190829013744,72.5008858,-163.33824909999996,2.0141415403195215,0.0,0.0,0.0,0.0
20190829014238,72.5010817,-163.3106752,2.4503199470967703,0.0,0.0,0.0,0.0
20190829014724,72.5010633,-163.28296719999997,2.695465017163248,0.0,0.0,0.0,0.0
20190829015208,72.50105,-163.2551773,2.5814317317130806,0.0,0.0,0.0,0.0
20190829015652,72.50080009999998,-163.2275081,2.1176603952656956,0.0,0.0,0.0,0.0
20190829020138,72.50050470000002,-163.1999142,2.4389527263129787,0.0,0.0,0.0,0.0
20190829020625,72.50026170000002,-163.17234,2.451669804616815,0.0,0.0,0.0,0.0
20190829021112,72.5000449,-163.14471310000005,2.1131903543812336,0.0,0.0,0.0,0.0
20190829021558,72.4996666,-163.1172116,1.5360750409083548,0.0,0.0,0.0,0.0
20190829022044,72.4994037,-163.08949040000005,1.4135050073977289,0.0,0.0,0.0,0.0
20190829022531,72.4992209,-163.0619304,0.7850689730062417,0.0,0.0,0.0,0.0
20190829023022,72.4992333,-163.0342638,2.1808465895730054,0.0,0.0,0.0,0.0
20190829023513,72.4992267,-163.00667,1.0531731556996213,0.0,0.0,0.0,0.0
20190829024004,72.4993767,-162.9790517,0.8286978718852895,0.0,0.0,0.0,0.0
20190829024456,72.4995212,-162.9513123,1.0842124476480266,0.0,0.0,0.0,0.0
20190829024947,72.49968249999998,-162.9235762,1.2248219818878896,0.0,0.0,0.0,0.0
20190829025436,72.49973829999998,-162.89586210000004,2.484854667143462,0.0,0.0,0.0,0.0
20190829025926,72.4998717,-162.8681667,4.005821018896079,0.0,0.0,0.0,0.0
20190829030415,72.4999986,-162.8404164,9.334250496814898,0.0,0.0,0.0,0.0
20190829030906,72.5000146,-162.8127695,5.00625126455451,0.0,0.0,0.0,0.0
20190829031353,72.49999079999998,-162.78517769999996,2.3331455832065915,0.0,0.0,0.0,0.0
20190829031841,72.49987,-162.75765149999995,3.324491803264996,0.0,0.0,0.0,0.0
20190829032332,72.499645,-162.73002,4.003471042867798,0.0,0.0,0.0,0.0
20190829032825,72.4993417,-162.7023824,3.6086224722758242,0.0,0.0,0.0,0.0
20190829033320,72.49923829999999,-162.6745325,3.3401991083921825,0.0,0.0,0.0,0.0
20190829033820,72.4992952,-162.6466904,4.289828573764073,0.0,0.0,0.0,0.0
20190829034323,72.4997411,-162.61895769999995,4.115104788484015,0.0,0.005948956743253514,0.0,0.0
20190829034823,72.5001329,-162.5911399,3.137769711887543,0.0,0.004536082857126077,0.0,0.0
20190829035327,72.5002643,-162.5632571,2.757877783015502,0.0,0.0039868961976974576,0.0,0.0
20190829035832,72.50022220000002,-162.5352416,2.948005966892274,0.0,0.00426175295097212,0.0,0.0
20190829040333,72.5002533,-162.5074617,2.6722662706074414,0.0,0.003863132840450989,0.0,0.0
20190829040828,72.500265,-162.480025,2.062412341261449,0.0,0.002981504101488613,0.0,0.0
20190829041318,72.50005990000002,-162.4523394,2.1829468032952386,0.0,0.003155753443254584,0.0,0.0
20190829041810,72.49981600000002,-162.4245785,3.1378275113669902,0.0,0.0045361664143171,0.0,0.0
20190829042301,72.49959720000003,-162.3968617,4.579874751312772,0.0,0.0066208464147291,0.0,0.0
20190829042747,72.4992583,-162.36916330000003,4.5778505207327775,0.0,0.0066179201076814395,0.0,0.0
20190829043228,72.4989033,-162.34163830000003,5.999467952895033,0.0,0.008673065977382778,0.0,0.0
20190829043706,72.4988099,-162.313889,4.01316854465939,0.0,0.005801593714541485,0.0,0.0
20190829044145,72.4988513,-162.2862757,4.117178916241977,0.0,0.005951955183617325,0.0,0.0
20190829044629,72.49915329999997,-162.2585461,3.5835509852594014,0.0,0.005180521734997989,0.0,0.0
20190829045116,72.4992253,-162.230805,5.329037874315759,0.0,0.007703865983228297,0.0,0.0
20190829045602,72.499215,-162.20305249999996,3.8260377872858284,0.0,0.005531070158467594,0.0,0.0
20190829050045,72.4991182,-162.1752929,3.0124495780035083,0.0,0.0043549151605918116,0.0,0.0
20190829050525,72.49898359999997,-162.147506,1.9169360517297709,0.0,0.0027711978764733795,0.0,0.0
20190829051006,72.4989367,-162.11978169999998,3.0662114537779486,0.0,0.0044326354350003394,0.0,0.0
20190829051444,72.4988517,-162.0921717,2.3529200373263657,0.0,0.0034014734112119173,0.0,0.0
20190829051922,72.49909170000002,-162.06455830000004,1.9716216210041173,0.0,0.0028502534784120197,0.0,0.0
20190829052404,72.4990693,-162.0367858,1.3576394610501286,0.0,0.00196265680750495,0.0,0.0
20190829052846,72.49896170000002,-162.00907819999995,1.9214757976791934,0.0,0.002777760711120953,0.0,0.0
20190829053330,72.4991629,-161.981292,0.9568800331277061,0.0,0.0013833032737056287,0.0,0.0
20190829053815,72.4994362,-161.95362450000005,1.4796344059922124,0.0,0.002139017480604093,0.0,0.0
20190829054258,72.4997183,-161.9258956,1.3223736836520246,0.0,0.001911675217722184,0.0,0.0
20190829054744,72.5000568,-161.8985101,0.7436195982932136,0.0,0.00107500563195069,0.0,0.0
20190829182018,72.4995537,-161.89521619999996,0.38244540543278627,0.0,0.000552878065205583,0.0,0.0
20190829182426,72.4998081,-161.86719399999996,1.5692475973691482,0.0,0.0022685658217844,0.0,0.0
20190829182750,72.4997067,-161.83953219999995,1.0302734408016034,0.0,0.0014894036599535144,0.0,0.0
20190829183109,72.4998167,-161.811915,0.6086959085939947,0.0,0.00087995465878631,0.0,0.0
20190829183429,72.49997330000002,-161.78429430000003,1.1865563665180985,0.0,0.0017153323817171565,0.0,0.0
20190829183750,72.50012650000002,-161.75658380000004,2.854844384271955,0.0,0.004127074916358125,0.0,0.0
20190829184111,72.500224,-161.7289232,1.1971168973611828,0.0,0.0017305990989482506,0.0,0.0
20190829184433,72.50030500000003,-161.70130790000005,0.6310560452361695,0.0,0.0009122793485557613,0.0,0.0
20190829184753,72.50028,-161.67372340000003,0.41254457846698134,0.0,0.0005963906092576643,0.0,0.0
20190829185114,72.50022,-161.6459853,0.7094494055808491,0.0,0.00102560786231775,0.0,0.0
20190829185436,72.500097,-161.61835449999995,1.5922013324211897,0.0,0.002301748640676445,0.0,0.0
20190829185757,72.4999583,-161.5906317,0.5397626281434635,0.0,0.0007803020072388908,0.0,0.0
20190829190118,72.499829,-161.5629475,0.7507738644588804,0.0,0.0010853481194754721,0.0,0.0
20190829190439,72.49967790000002,-161.53523280000005,1.207240691533737,0.0,0.0017452344525296624,0.0,0.0
20190829190759,72.4996667,-161.5075994,2.600419539053485,0.0,0.0037592683898177532,0.0,0.0
20190829191120,72.499685,-161.479894,1.8380995309529538,0.0,0.0026572287126286915,0.0,0.0
20190829191442,72.4996733,-161.4521904,2.4544756357424844,0.0,0.0035482861640023454,0.0,0.0
20190829191804,72.49966500000002,-161.4245984,1.3720638148344304,0.0,0.0019835092185909705,0.0,0.0
20190829192126,72.4996783,-161.39684530000005,2.2725964701385175,0.0,0.0032853545148004144,0.0,0.0
20190829192449,72.49966440000001,-161.3692698,1.13918732971623,0.0,0.001646853845841382,0.0,0.0
20190829192813,72.49967170000002,-161.341465,1.4809022622596375,0.0,0.002140850343307451,0.0,0.0
20190829193137,72.4996741,-161.3137515,3.629601335558279,0.0,0.005247093925980518,0.0,0.0
20190829193502,72.4996007,-161.28625280000003,2.1354777281107964,0.0,0.003087130287970852,0.0,0.0
20190829193825,72.4996151,-161.2584696,1.6033685532240096,0.0,0.002317892412682075,0.0,0.0
20190829194149,72.49954179999997,-161.23071399999995,2.177790498478218,0.0,0.003148299286954561,0.0,0.0
20190829194516,72.4994667,-161.20286330000005,0.8701243523187335,0.0,0.0012578858617849364,0.0,0.0
20190829194843,72.4993856,-161.1751245,0.5022279359537736,0.0,0.0007260403853157465,0.0,0.0
20190829195211,72.499335,-161.1473487,0.8615537298030334,0.0,0.0012454958340114939,0.0,0.0
20190829195540,72.49924890000001,-161.1195615,1.2861838323574657,0.0,0.001859357750493104,0.0,0.0
20190829195907,72.4992017,-161.09173769999995,0.6272313318628211,0.0,0.0009067501930239444,0.0,0.0
20190829200234,72.4991833,-161.06389130000005,1.6935296158937974,0.0,0.0024482327780713103,0.0,0.0
20190829200601,72.49921040000002,-161.0361263,0.7927442592338485,0.0,0.0011460221668831742,0.0,0.0
20190829200927,72.49920379999998,-161.0084372,1.4519630048032794,0.0,0.0020990146186720387,0.0,0.0
20190829201252,72.49922,-160.98062119999997,1.291330624249146,0.0,0.0,0.0,0.0
20190829201618,72.4992333,-160.9527766,1.4542801814379955,0.0,0.0,0.0,0.0
20190829201945,72.4992794,-160.92514939999995,1.2663545896584716,0.0,0.0,0.0,0.0
20190829202312,72.49932,-160.89747169999995,1.3234875233462002,0.0,0.0,0.0,0.0
20190829202640,72.4993756,-160.8695251,1.4232312125626474,0.0,0.0,0.0,0.0
20190829203010,72.49945670000002,-160.84178500000004,1.0618385250023363,0.0,0.0,0.0,0.0
20190829203339,72.4995033,-160.8141514,0.8558243151132716,0.0,0.0,0.0,0.0
20190829203710,72.499492,-160.7864609,0.9547371022029583,0.0,0.0,0.0,0.0
